i,j,dist
31,38,0.0954
31,39,0.1532
31,40,0.3432
31,41,0.4217
31,42,0.3806
31,43,0.2730
31,44,0.2245
31,45,0.2520
31,46,0.2587
31,47,0.3188
31,48,0.3681
31,49,0.4012
31,50,0.4056
31,51,0.4056
31,52,0.4066
31,53,0.4050
31,54,0.4092
31,55,0.4134
31,56,0.4134
31,57,0.4134
31,58,0.4134
31,59,0.4134
31,60,0.4134
31,61,0.4134
31,62,0.4134
31,63,0.4134
31,64,0.4134
31,65,0.4134
31,66,0.4134
31,67,0.4134
31,68,0.4134
31,69,0.4134
32,37,0.4565
32,38,0.3236
32,39,0.0771
32,40,0.1179
32,41,0.2166
32,42,0.2279
32,43,0.2383
32,44,0.3200
32,45,0.4111
32,46,0.4388
32,47,0.5169
32,48,0.5753
32,49,0.6107
32,50,0.6148
32,51,0.6148
32,52,0.6196
32,53,0.6159
32,54,0.6189
32,55,0.6230
32,56,0.6230
32,57,0.6230
32,58,0.6230
32,59,0.6230
32,60,0.6230
32,61,0.6230
32,62,0.6230
32,63,0.6230
32,64,0.6230
32,65,0.6230
32,66,0.6230
32,67,0.6230
32,68,0.6230
32,69,0.6230
33,38,0.4710
33,39,0.2293
33,40,0.0370
33,41,0.0808
33,42,0.1626
33,43,0.2763
33,44,0.4070
33,45,0.5153
33,46,0.5514
33,47,0.6354
33,48,0.6979
33,49,0.7341
33,50,0.7378
33,51,0.7378
33,52,0.7454
33,53,0.7402
33,54,0.7422
33,55,0.7462
33,56,0.7462
33,57,0.7462
33,58,0.7462
33,59,0.7462
33,60,0.7462
33,61,0.7462
33,62,0.7462
33,63,0.7462
33,64,0.7462
33,65,0.7462
33,66,0.7462
33,67,0.7462
33,68,0.7462
33,69,0.7462
34,39,0.1840
34,40,0.1103
34,41,0.1245
34,42,0.0955
34,43,0.1601
34,44,0.2935
34,45,0.4050
34,46,0.4437
34,47,0.5294
34,48,0.5934
34,49,0.6297
34,50,0.6332
34,51,0.6332
34,52,0.6423
34,53,0.6363
34,54,0.6377
34,55,0.6416
34,56,0.6416
34,57,0.6416
34,58,0.6416
34,59,0.6416
34,60,0.6416
34,61,0.6416
34,62,0.6416
34,63,0.6416
34,64,0.6416
34,65,0.6416
34,66,0.6416
34,67,0.6416
34,68,0.6416
34,69,0.6416
35,40,0.2681
35,41,0.2864
35,42,0.2000
35,43,0.0537
35,44,0.1250
35,45,0.2385
35,46,0.2800
35,47,0.3668
35,48,0.4321
35,49,0.4683
35,50,0.4715
35,51,0.4715
35,52,0.4824
35,53,0.4754
35,54,0.4761
35,55,0.4799
35,56,0.4799
35,57,0.4799
35,58,0.4799
35,59,0.4799
35,60,0.4799
35,61,0.4799
35,62,0.4799
35,63,0.4799
35,64,0.4799
35,65,0.4799
35,66,0.4799
35,67,0.4799
35,68,0.4799
35,69,0.4799
36,41,0.5116
36,42,0.4238
36,43,0.2605
36,44,0.1093
36,45,0.0241
36,46,0.0540
36,47,0.1411
36,48,0.2068
36,49,0.2428
36,50,0.2459
36,51,0.2459
36,52,0.2578
36,53,0.2501
36,54,0.2505
36,55,0.2542
36,56,0.2542
36,57,0.2542
36,58,0.2542
36,59,0.2542
36,60,0.2542
36,61,0.2542
36,62,0.2542
36,63,0.2542
36,64,0.2542
36,65,0.2542
36,66,0.2542
36,67,0.2542
36,68,0.2542
36,69,0.2542
37,42,0.5415
37,43,0.3858
37,44,0.2442
37,45,0.1511
37,46,0.1087
37,47,0.0979
37,48,0.1300
37,49,0.1612
37,50,0.1657
37,51,0.1657
37,52,0.1660
37,53,0.1646
37,54,0.1691
37,55,0.1733
37,56,0.1733
37,57,0.1733
37,58,0.1733
37,59,0.1733
37,60,0.1733
37,61,0.1733
37,62,0.1733
37,63,0.1733
37,64,0.1733
37,65,0.1733
37,66,0.1733
37,67,0.1733
37,68,0.1733
37,69,0.1733
38,43,0.3440
38,44,0.2555
38,45,0.2372
38,46,0.2255
38,47,0.2627
38,48,0.3005
38,49,0.3301
38,50,0.3347
38,51,0.3347
38,52,0.3320
38,53,0.3326
38,54,0.3378
38,55,0.3419
38,56,0.3419
38,57,0.3419
38,58,0.3419
38,59,0.3419
38,60,0.3419
38,61,0.3419
38,62,0.3419
38,63,0.3419
38,64,0.3419
38,65,0.3419
38,66,0.3419
38,67,0.3419
38,68,0.3419
38,69,0.3419
39,44,0.2815
39,45,0.3577
39,46,0.3800
39,47,0.4535
39,48,0.5093
39,49,0.5440
39,50,0.5481
39,51,0.5481
39,52,0.5516
39,53,0.5487
39,54,0.5521
39,55,0.5562
39,56,0.5562
39,57,0.5562
39,58,0.5562
39,59,0.5562
39,60,0.5562
39,61,0.5562
39,62,0.5562
39,63,0.5562
39,64,0.5562
39,65,0.5562
39,66,0.5562
39,67,0.5562
39,68,0.5562
39,69,0.5562
40,45,0.4950
40,46,0.5292
40,47,0.6119
40,48,0.6734
40,49,0.7094
40,50,0.7132
40,51,0.7132
40,52,0.7201
40,53,0.7153
40,54,0.7176
40,55,0.7216
40,56,0.7216
40,57,0.7216
40,58,0.7216
40,59,0.7216
40,60,0.7216
40,61,0.7216
40,62,0.7216
40,63,0.7216
40,64,0.7216
40,65,0.7216
40,66,0.7216
40,67,0.7216
40,68,0.7216
40,69,0.7216
41,46,0.5654
41,47,0.6517
41,48,0.7162
41,49,0.7525
41,50,0.7559
41,51,0.7559
41,52,0.7656
41,53,0.7592
41,54,0.7605
41,55,0.7643
41,56,0.7643
41,57,0.7643
41,58,0.7643
41,59,0.7643
41,60,0.7643
41,61,0.7643
41,62,0.7643
41,63,0.7643
41,64,0.7643
41,65,0.7643
41,66,0.7643
41,67,0.7643
41,68,0.7643
41,69,0.7643
42,47,0.5649
42,48,0.6306
42,49,0.6666
42,50,0.6696
42,51,0.6696
42,52,0.6813
42,53,0.6739
42,54,0.6743
42,55,0.6779
42,56,0.6779
42,57,0.6779
42,58,0.6779
42,59,0.6779
42,60,0.6779
42,61,0.6779
42,62,0.6779
42,63,0.6779
42,64,0.6779
42,65,0.6779
42,66,0.6779
42,67,0.6779
42,68,0.6779
42,69,0.6779
43,48,0.4672
43,49,0.5030
43,50,0.5059
43,51,0.5059
43,52,0.5183
43,53,0.5104
43,54,0.5106
43,55,0.5141
43,56,0.5141
43,57,0.5141
43,58,0.5141
43,59,0.5141
43,60,0.5141
43,61,0.5141
43,62,0.5141
43,63,0.5141
43,64,0.5141
43,65,0.5141
43,66,0.5141
43,67,0.5141
43,68,0.5141
43,69,0.5141
44,49,0.3507
44,50,0.3535
44,51,0.3535
44,52,0.3664
44,53,0.3583
44,54,0.3582
44,55,0.3618
44,56,0.3618
44,57,0.3618
44,58,0.3618
44,59,0.3618
44,60,0.3618
44,61,0.3618
44,62,0.3618
44,63,0.3618
44,64,0.3618
44,65,0.3618
44,66,0.3618
44,67,0.3618
44,68,0.3618
44,69,0.3618
45,50,0.2370
45,51,0.2370
45,52,0.2506
45,53,0.2420
45,54,0.2417
45,55,0.2452
45,56,0.2452
45,57,0.2452
45,58,0.2452
45,59,0.2452
45,60,0.2452
45,61,0.2452
45,62,0.2452
45,63,0.2452
45,64,0.2452
45,65,0.2452
45,66,0.2452
45,67,0.2452
45,68,0.2452
45,69,0.2452
46,51,0.1919
46,52,0.2041
46,53,0.1962
46,54,0.1966
46,55,0.2002
46,56,0.2002
46,57,0.2002
46,58,0.2002
46,59,0.2002
46,60,0.2002
46,61,0.2002
46,62,0.2002
46,63,0.2002
46,64,0.2002
46,65,0.2002
46,66,0.2002
46,67,0.2002
46,68,0.2002
46,69,0.2002
47,52,0.1175
47,53,0.1091
47,54,0.1094
47,55,0.1131
47,56,0.1131
47,57,0.1131
47,58,0.1131
47,59,0.1131
47,60,0.1131
47,61,0.1131
47,62,0.1131
47,63,0.1131
47,64,0.1131
47,65,0.1131
47,66,0.1131
47,67,0.1131
47,68,0.1131
47,69,0.1131
48,53,0.0433
48,54,0.0443
48,55,0.0483
48,56,0.0483
48,57,0.0483
48,58,0.0483
48,59,0.0483
48,60,0.0483
48,61,0.0483
48,62,0.0483
48,63,0.0483
48,64,0.0483
48,65,0.0483
48,66,0.0483
48,67,0.0483
48,68,0.0483
48,69,0.0483
49,54,0.0082
49,55,0.0123
49,56,0.0123
49,57,0.0123
49,58,0.0123
49,59,0.0123
49,60,0.0123
49,61,0.0123
49,62,0.0123
49,63,0.0123
49,64,0.0123
49,65,0.0123
49,66,0.0123
49,67,0.0123
49,68,0.0123
49,69,0.0123
50,55,0.0084
50,56,0.0084
50,57,0.0084
50,58,0.0084
50,59,0.0084
50,60,0.0084
50,61,0.0084
50,62,0.0084
50,63,0.0084
50,64,0.0084
50,65,0.0084
50,66,0.0084
50,67,0.0084
50,68,0.0084
50,69,0.0084
51,56,0.0084
51,57,0.0084
51,58,0.0084
51,59,0.0084
51,60,0.0084
51,61,0.0084
51,62,0.0084
51,63,0.0084
51,64,0.0084
51,65,0.0084
51,66,0.0084
51,67,0.0084
51,68,0.0084
51,69,0.0084
52,57,0.0201
52,58,0.0201
52,59,0.0201
52,60,0.0201
52,61,0.0201
52,62,0.0201
52,63,0.0201
52,64,0.0201
52,65,0.0201
52,66,0.0201
52,67,0.0201
52,68,0.0201
52,69,0.0201
53,58,0.0104
53,59,0.0104
53,60,0.0104
53,61,0.0104
53,62,0.0104
53,63,0.0104
53,64,0.0104
53,65,0.0104
53,66,0.0104
53,67,0.0104
53,68,0.0104
53,69,0.0104
54,59,0.0042
54,60,0.0042
54,61,0.0042
54,62,0.0042
54,63,0.0042
54,64,0.0042
54,65,0.0042
54,66,0.0042
54,67,0.0042
54,68,0.0042
54,69,0.0042
55,60,0.0000
55,61,0.0000
55,62,0.0000
55,63,0.0000
55,64,0.0000
55,65,0.0000
55,66,0.0000
55,67,0.0000
55,68,0.0000
55,69,0.0000
56,61,0.0000
56,62,0.0000
56,63,0.0000
56,64,0.0000
56,65,0.0000
56,66,0.0000
56,67,0.0000
56,68,0.0000
56,69,0.0000
57,62,0.0000
57,63,0.0000
57,64,0.0000
57,65,0.0000
57,66,0.0000
57,67,0.0000
57,68,0.0000
57,69,0.0000
58,63,0.0000
58,64,0.0000
58,65,0.0000
58,66,0.0000
58,67,0.0000
58,68,0.0000
58,69,0.0000
59,64,0.0000
59,65,0.0000
59,66,0.0000
59,67,0.0000
59,68,0.0000
59,69,0.0000
60,65,0.0000
60,66,0.0000
60,67,0.0000
60,68,0.0000
60,69,0.0000
61,66,0.0000
61,67,0.0000
61,68,0.0000
61,69,0.0000
62,67,0.0000
62,68,0.0000
62,69,0.0000
63,68,0.0000
63,69,0.0000
64,69,0.0000
